epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.5042,0.82973,0.69608,1.00132,0.84088,0.70112,0.81236,0.66596,0.74471,0.51641,0.92688,1.19e-05,1.19e-05,1.19e-05
2,22.5022,0.79607,0.61191,0.9719,0.83869,0.75192,0.82508,0.67509,0.74055,0.51496,0.91991,2.2516e-05,2.2516e-05,2.2516e-05
3,30.2478,0.82294,0.58427,0.99943,0.85051,0.75228,0.83095,0.67182,0.72226,0.49969,0.92017,3.05402e-05,3.05402e-05,3.05402e-05
4,37.8121,0.79853,0.55373,0.96955,0.87722,0.74949,0.83534,0.68705,0.71975,0.47206,0.91251,3.59725e-05,3.59725e-05,3.59725e-05
5,45.5117,0.7953,0.53468,0.98603,0.88917,0.75703,0.84262,0.70197,0.70743,0.43413,0.90199,3.8813e-05,3.8813e-05,3.8813e-05
6,53.0758,0.76204,0.51682,0.96379,0.88555,0.77645,0.85913,0.71058,0.69787,0.4326,0.8949,3.90618e-05,3.90618e-05,3.90618e-05
7,60.7906,0.7535,0.49148,0.94461,0.87962,0.78555,0.85335,0.71446,0.68478,0.42406,0.88846,3.67186e-05,3.67186e-05,3.67186e-05
8,68.7235,0.7173,0.45278,0.92684,0.87125,0.80126,0.86076,0.71769,0.67267,0.41145,0.88101,3.17837e-05,3.17837e-05,3.17837e-05
9,76.1408,0.76631,0.49171,0.96758,0.87414,0.80321,0.8703,0.72837,0.66004,0.40529,0.87447,2.4257e-05,2.4257e-05,2.4257e-05
10,83.7605,0.7114,0.44945,0.91943,0.88217,0.80496,0.87487,0.74288,0.6516,0.39543,0.87058,1.2971e-05,1.2971e-05,1.2971e-05
