eta,max_depth,subsample,colsample_bytree,min_child_weight,reg_lambda,avg_top1,avg_ndcg1,avg_best_iter
0.1,8,0.8,0.8,5.0,5.0,1.0,1.0,0
0.1,8,1.0,0.8,1.0,1.0,1.0,1.0,0
0.1,8,1.0,0.8,5.0,1.0,1.0,1.0,0
0.1,8,1.0,0.8,5.0,5.0,1.0,1.0,0
0.1,8,1.0,1.0,1.0,1.0,1.0,1.0,0
0.1,8,1.0,1.0,1.0,5.0,1.0,1.0,0
0.1,8,1.0,1.0,5.0,1.0,1.0,1.0,0
0.1,8,1.0,1.0,5.0,5.0,1.0,1.0,0
0.05,4,0.8,0.8,5.0,5.0,0.9333333333333332,1.0,0
0.05,4,0.8,1.0,1.0,5.0,0.9333333333333332,1.0,0
0.05,4,1.0,0.8,5.0,5.0,0.9333333333333332,1.0,0
0.05,6,0.8,0.8,1.0,5.0,0.9333333333333332,1.0,0
0.05,6,0.8,1.0,5.0,1.0,0.9333333333333332,1.0,0
0.05,6,1.0,1.0,1.0,5.0,0.9333333333333332,1.0,0
0.05,8,0.8,0.8,5.0,1.0,0.9333333333333332,1.0,0
0.05,8,1.0,1.0,1.0,1.0,0.9333333333333332,1.0,0
0.05,8,1.0,1.0,5.0,5.0,0.9333333333333332,1.0,0
0.1,4,0.8,0.8,1.0,1.0,0.9333333333333332,1.0,0
0.1,4,0.8,0.8,5.0,5.0,0.9333333333333332,1.0,0
0.1,4,1.0,0.8,1.0,5.0,0.9333333333333332,1.0,0
0.1,4,1.0,1.0,1.0,1.0,0.9333333333333332,1.0,0
0.1,6,0.8,0.8,1.0,1.0,0.9333333333333332,1.0,0
0.1,6,0.8,1.0,1.0,1.0,0.9333333333333332,1.0,0
0.1,6,0.8,1.0,1.0,5.0,0.9333333333333332,1.0,0
0.1,6,1.0,1.0,1.0,5.0,0.9333333333333332,1.0,0
0.1,6,1.0,1.0,5.0,5.0,0.9333333333333332,1.0,0
0.1,8,0.8,0.8,1.0,5.0,0.9333333333333332,1.0,0
0.1,8,0.8,1.0,5.0,1.0,0.9333333333333332,1.0,0
0.1,8,0.8,1.0,5.0,5.0,0.9333333333333332,1.0,0
0.1,8,1.0,0.8,1.0,5.0,0.9333333333333332,1.0,0
0.1,4,1.0,0.8,5.0,5.0,0.9,1.0,0
0.05,6,0.8,1.0,1.0,1.0,0.8666666666666666,1.0,0
0.05,6,1.0,0.8,1.0,5.0,0.8666666666666666,1.0,0
0.05,8,0.8,0.8,1.0,5.0,0.8666666666666666,1.0,0
0.1,6,0.8,1.0,5.0,5.0,0.8666666666666666,1.0,0
0.05,4,0.8,0.8,1.0,5.0,0.8333333333333333,1.0,0
0.05,8,0.8,1.0,1.0,5.0,0.8333333333333333,1.0,0
0.1,4,0.8,1.0,1.0,5.0,0.8333333333333333,1.0,0
0.1,8,0.8,1.0,1.0,5.0,0.8333333333333333,1.0,0
0.1,8,0.8,1.0,1.0,1.0,0.7999999999999999,1.0,0
